"target","NS1","NS2","NS3","NS4","NS5","NS6","NS7","NS8","NS9","NS10","NS11","NS12","NS13","NS14","NS15","NS16","NS17","NS18","NS19","NS20","NS21","NS22","NS23","NS24","NS25","NS26","NS27","NS28","NS29","NS30","NS31","NS32","NS33","NS34","NS35","NS36","NS37","NS38","NS39","NS40","NS41","NS42","NS43","NS44","NS45","NS46","NS47","NNS1","NNS2","NNS3","NNS4","NNS5","NNS6","NNS7","NNS8","NNS9","NNS10","NNS11","NNS12","NNS13","NNS14","NNS15","NNS16","NNS17","NNS18","NNS19","NNS20","NNS21","NNS22","NNS23","NNS24","NNS25","NNS26","NNS27","NNS28","NNS29","NNS30","NNS31","NNS32","NNS33","NNS34","NNS35","NNS36","NNS37","NNS38","NNS39","NNS40","NNS41","NNS42","NNS43","NNS44","NNS45","NNS46","NNS47"
0.2474,1.0228,-0.9857,0.2601,0.9908,-0.6128,-0.2553,-0.3369,1.3271,-0.0876,1.0442,0.3371,-1.1402,-1.0463,1.1404,1.2743,1.0289,0.2512,-0.9,1.3702,-0.4076,-1.09,0.6291,0.4213,0.3314,0.7956,-2.7927,-0.2411,-1.3532,-0.9078,-1.9579,1.0813,0.1048,0.3143,-0.826,-1.8861,-0.4989,1.189,0.0248,0.3173,-0.2508,0.2955,0.6074,0.1434,0.4553,-1.1433,-0.3629,-1.1076,0.1923,-0.1166,-0.0554,-0.1589,0.1783,2.2595,-0.4239,1.1746,0.0553,-1.3059,-0.9386,-0.6227,-0.5715,0.0665,-0.095,-0.4265,0.2853,1.0817,-1.073,-1.2812,0.5163,-0.7294,0.146,2.12,1.4231,-0.2397,-0.5332,0.4417,-0.4203,0.0106,0.3896,-1.0804,0.3469,0.3603,3.0299,1.0354,1.5035,0.1565,1.3848,-0.0024,0.4867,-0.0131,-0.0875,0.6635,0.9895,-1.1411,0.7095
-0.8192,1.183,0.6327,-0.3855,-0.3683,-0.9971,-1.1899,1.3069,-0.135,-1.6064,1.534,-0.7426,-1.9336,0.7691,0.4393,0.1113,0.6843,0.1583,-0.5258,1.5671,-0.2662,-0.372,0.8679,1.248,-2.7598,0.1698,1.5727,0.453,-0.1392,-0.827,-0.6221,-0.2968,0.5811,-0.3471,-0.1925,-0.0247,0.0405,-1.347,0.0959,-0.8285,1.7403,1.0966,-0.7867,0.6899,0.4937,1.3567,0.2796,0.0855,1.662,0.0449,-0.2309,-0.2411,1.1465,1.9786,0.0382,-1.4235,-0.2515,-0.5126,-0.4938,-0.2783,1.186,1.0196,-1.5501,-0.2356,-1.9362,-0.0785,0.2093,0.2931,1.5093,-0.0596,-1.8297,1.3116,0.6193,0.0523,0.6026,-0.3284,-0.7943,-1.1741,-1.0752,0.0914,1.3319,0.132,-0.7147,-1.4281,0.3102,1.0353,0.2164,0.6416,-0.5917,1.4616,-0.2977,-0.8494,0.4546,0.6975,-2.1487
-0.6757,-1.4666,-0.2784,1.413,2.8185,-1.3641,1.0372,-0.8261,1.4555,0.3036,-0.7162,1.3506,2.6766,1.1713,0.0341,1.0978,1.7219,-1.2264,2.5525,1.1941,0.7509,-0.3696,-0.4681,1.5054,1.4136,-1.5597,1.427,0.6318,-0.87,0.1817,-0.4692,1.7723,-0.0528,-0.244,-0.745,1.937,0.9449,0.4551,1.0486,0.1237,-1.4686,0.7867,0.7939,-0.7097,-0.7917,0.1177,-1.0949,0.455,-0.6563,-0.1389,0.8335,-0.4038,1.1411,1.367,0.9889,1.4193,2.2723,-0.1819,-0.1403,-0.4546,1.1152,1.718,0.0432,-3.2343,0.6871,0.6727,-0.5332,-2.1203,-1.0004,-0.3374,0.2266,-0.4987,1.0368,1.0154,-1.1829,1.4558,-0.2539,1.3328,0.2567,-0.9838,-0.8242,0.6252,-0.3394,-0.9521,1.995,0.273,0.0485,-0.0063,2.0027,0.263,0.5812,0.3238,-2.3245,1.1688,0.0373
-1.423,0.5882,0.9645,0.4934,0.8479,-1.3679,-0.2949,1.1063,-0.3971,1.4494,-1.6813,-0.1486,0.5425,0.0494,0.6433,0.9758,-1.688,1.0631,0.3325,-0.0404,0.507,-0.4068,0.5015,0.603,-0.088,-0.6773,-0.9158,-0.0595,-1.0839,1.0044,-0.7327,0.4538,0.2188,1.2115,-0.2148,-1.1297,-0.3866,2.3693,-0.6944,-1.3678,0.416,-0.4394,0.7038,-0.8285,0.76,0.2873,0.7608,0.9469,1.4778,2.3125,-0.3142,0.3044,0.8753,-0.275,-0.3106,1.2589,-0.0495,1.2866,1.0397,0.7268,-0.3616,-1.9475,0.3037,0.4412,0.2802,0.8266,0.3912,0.841,-0.2512,1.8922,-0.843,-1.2178,0.1187,0.2007,0.4291,-1.0407,1.1605,0.0565,-1.552,8e-04,0.396,-0.2431,1.5991,-0.6763,-2.1348,-0.2388,1.884,0.2128,0.2517,-0.3626,0.7557,1.0463,-5e-04,0.3006,-1.1332
0.2781,-0.3231,-0.4803,1.2304,-0.3615,2.309,0.6791,-0.3543,0.5969,1.6696,-0.7612,-0.4754,-0.3885,3.0639,0.9428,-0.3481,-0.7782,0.2514,0.9942,-1.5651,1.4639,-1.0663,-1.0437,-0.8808,0.5948,0.0944,-0.169,0.4158,-0.2898,-0.5316,0.5145,0.9886,-0.7377,-0.2796,-0.8919,-0.0356,0.3479,-0.2096,1.2657,0.6993,0.7221,-0.3529,0.5795,0.0672,-0.9497,1.1504,-1.8326,-0.8163,1.3772,1.4047,-0.0302,-0.9546,2.101,0.2459,1.2684,-0.0105,-1.4018,-0.4933,-0.64,-2.3563,1.2789,0.0283,0.4545,-0.7279,1.7973,0.8524,0.0213,0.628,0.7595,-0.7417,-0.4719,-0.3471,0.2919,-0.6486,-0.8412,1.0979,-1.6242,-0.3669,-1.3798,-0.3905,0.293,-1.4202,-0.532,-0.6801,1.9915,-2.9434,0.1385,-0.7003,2.1631,1.474,0.2709,0.0415,0.9977,0.2074,0.3517
1.021,2.6724,1.4301,-0.0644,0.6505,-0.5747,0.3167,0.118,0.4557,-0.8317,0.5702,0.0594,0.7475,0.2967,-1.0033,0.4044,1.144,0.059,1.2642,-1.1659,1.9864,0.8094,-0.2828,-2.7092,-0.212,-0.3482,-0.0246,-1.1988,-0.5848,-0.5199,-0.6286,-0.0184,-1.0079,-0.3061,-0.7984,0.2506,1.7439,-0.3608,-0.5063,0.5922,0.3418,-0.1361,-1.5576,-1.7131,-0.3718,0.2869,-1.4032,-0.1993,-0.7749,-0.1656,-0.4829,-0.0785,0.6709,-0.712,-0.4328,0.4013,0.2332,0.0346,0.7215,-3.3617,0.4307,1.1002,-0.5502,-0.172,1.8086,-0.5567,-0.011,-1.0343,-1.0643,1.4957,-0.744,1.3204,0.1336,0.2066,0.6233,0.9199,0.5956,-0.3538,0.573,0.1844,0.6049,0.1743,-1.3227,-0.9728,-0.0343,0.6814,0.3074,0.2575,1.0832,-0.0251,0.3359,2.4999,0.8837,0.8685,0.0601
-2.032,0.8606,-0.2803,0.7046,0.1811,0.6326,-0.6267,0.2315,1.561,-0.4722,-0.0613,1.2188,-0.5199,2.1213,1.5265,1.4647,0.5863,0.1931,-1.2451,0.0847,0.2351,0.2998,-1.2042,-1.1858,1.3489,-0.3739,-1.8101,-0.1314,1.4581,-0.1364,0.9037,-0.3557,-1.014,-1.22,-0.2776,-1.6973,0.3061,-1.0553,1.0046,-1.0319,0.5495,1.2608,0.9976,0.3558,0.4939,0.755,0.3537,0.8513,1.6609,0.6668,0.4512,-0.7838,-2.2324,-0.1913,1.017,-0.3119,1.0961,0.7352,0.1587,-0.7069,1.4698,-0.7574,0.6054,0.5698,-0.5915,1.1943,-1.7398,-2.2456,0.2784,0.5261,0.6374,0.2831,-0.0724,2.3327,-2.4422,0.5198,-0.0263,0.4876,1.0592,0.4449,-1.2798,0.2454,-0.4089,1.6116,-0.8738,0.4077,0.2971,-0.7443,0.535,-1.7988,-0.6413,-0.687,-0.2805,-0.3052,-1.3153
1.7042,1.6177,-1.9493,0.0564,1.2101,0.6232,-1.2218,0.7822,1.4248,1.6169,0.4457,0.2906,0.5869,1.0386,0.1648,0.0379,0.3195,0.2786,1.1337,-2.7929,-1.2658,-0.7865,-0.3164,-2.5444,-0.1645,-0.8213,-1.4156,0.833,-0.5122,0.5253,-1.057,1.9497,-0.2977,0.6313,-0.2951,-0.4285,0.4616,-0.9392,0.1557,-0.2451,-1.0092,0.414,0.8088,0.2575,-0.3532,1.199,-1.8504,1.289,1.0292,0.5977,-1.4228,0.7843,-0.6975,0.1589,0.4379,1.2988,-0.6474,0.2681,-1.4779,0.2727,-1.2916,-1.7162,-1.2014,-1.047,-0.0544,-1.2697,-0.8669,1.3917,1.4553,-1.3007,0.9951,-1.0732,-0.4413,0.2332,-0.4593,-2.1282,0.9959,0.6095,-1.9218,-2.0535,1.3172,0.2849,-0.3532,-0.118,0.5618,0.0423,0.6837,0.0842,-2.9408,1.0903,-0.9737,0.1938,-0.0276,-2.1346,-0.2348
-0.08,-0.6452,0.2177,0.4267,-0.0605,-0.1512,0.8674,0.6213,-2.7379,0.6152,-1.0645,0.2482,-1.324,1.9251,-1.3061,0.7782,0.377,-0.7354,0.0195,0.9104,0.2425,1.3646,1.1726,-1.1135,0.5504,0.68,0.3555,-0.2727,1.856,-1.5242,-0.1413,0.0862,0.1962,-0.6718,-0.0983,0.101,2.2978,1.0651,1.1838,-0.4795,-0.7164,-0.2503,1.0065,0.5243,1.2224,-1.6483,-1.0191,0.8846,-0.0761,-0.0384,-2.1798,0.1032,0.4105,0.2265,0.3428,0.1609,0.6413,-1.385,-1.9338,-1.5315,0.3164,-0.0554,0.2042,-0.6659,-0.3964,2.4814,0.0339,-0.2171,-0.4483,-0.1215,0.1494,2.2375,-1.2823,0.0862,-0.3069,-1.6221,-0.5437,-0.7762,0.0629,0.7587,-0.2248,1.1466,-0.2547,0.8175,1.6034,0.3159,-0.4335,0.9447,-0.9798,0.508,0.325,-0.3768,-1.6988,-2.198,1.1054
-0.7462,-0.2974,-0.5416,-0.5934,-2.3687,0.3766,-1.3638,2.0515,1.6296,-0.3941,0.2543,0.4874,-1.6797,-0.7283,-0.3729,-1.6352,1.2467,0.2216,1.8089,-1.0817,-1.4478,0.9035,-1.2536,0.9431,-0.613,0.312,0.7283,1.393,-0.2669,-1.1147,-1.2187,0.1989,0.4538,0.414,-1.578,0.6957,0.5798,-0.1109,0.5021,0.5485,-0.6341,2.245,-0.356,0.6671,-0.5082,1.1434,-0.3941,-0.322,-0.2256,-1.0299,0.1494,2.375,-0.6953,-0.4682,-1.2385,0.0013,0.1413,1.4854,0.8307,-1.5252,-0.6152,0.0162,0.3717,-0.04,-3.5563,1.7403,-0.3377,0.9086,-0.4444,-0.6366,1.4857,-2.5545,-0.3558,0.0535,0.762,-0.6992,1.1745,-0.0958,-0.4835,0.5687,-1.2887,-0.5872,-0.5865,-1.649,0.3606,-0.8289,0.5166,1.394,-0.301,-0.129,1.0086,0.358,-0.4029,0.2063,0.1904
2.0585,-0.8007,-0.4235,-0.6056,-1.6883,1.0927,0.09,0.4559,-0.8809,0.727,-0.4653,0.2837,-1.191,-1.2646,0.0053,2.3089,-0.3886,1.8425,-1.1423,0.9008,-1.4271,-1.0745,-0.7015,-1.9925,-1.2125,-0.3723,0.0575,0.5841,-0.2013,-0.8657,-2.369,0.2536,-1.0724,0.0667,-0.4939,-0.8845,0.949,0.7259,0.3641,-1.8504,-0.322,0.6145,-0.8541,-1.451,0.7738,-0.8842,-0.7451,2.5833,0.9478,0.412,-0.9317,-2.0967,-0.1947,0.5866,-1.6497,-1.2255,1.0704,-0.9177,-1.0017,-1.3357,0.4046,-1.7977,-0.5973,1.009,0.5345,1.0881,-0.1084,-0.9252,1.8135,-0.658,-0.6445,0.5756,-0.737,-0.5708,0.3676,1.4789,-1.4171,1.7734,-1.1697,1.1359,-0.327,-0.97,1.0856,0.0338,-0.4431,-2.2394,0.0555,0.8145,-1.458,1.8106,0.4388,-0.7022,-0.5652,0.9405,0.6966
1.5891,1.5727,-1.1589,0.1797,-1.1844,-0.3554,0.282,-1.8241,0.0751,0.4966,0.134,-0.4143,-0.2452,-0.457,-0.8426,-0.5648,0.1736,-1.5711,-0.5522,0.8357,0.7173,0.7302,-1.151,0.6276,-0.3599,-0.6156,0.515,1.1784,-0.8812,-0.4053,-0.5911,-0.532,-1.0099,1.0974,1.0699,-0.0245,0.8687,0.9005,0.3875,0.5724,0.0052,-0.6666,0.8789,-0.2814,0.5189,0.5632,-0.5274,0.7905,0.7797,0.7262,-0.3761,0.9861,0.3598,-0.6082,-1.1823,0.5761,-0.2509,-0.6688,-0.8776,1.3348,-0.7905,0.1344,-1.3923,-0.0473,-1.4868,0.9478,0.7792,-0.313,-1.5323,-0.5835,0.457,2.3433,-0.949,-0.249,0.1975,-0.1965,1.5179,-0.503,-0.7097,1.194,-0.5873,0.9397,-1.76,1.0024,-0.0314,-1.2746,0.8482,1.308,0.9124,0.2977,-1.1093,-0.778,2.092,0.5658,1.4829
